Brand;Model;Year;Engine Fuel Type;Engine HP;Engine Cylinders;Transmission Type;Driven Wheels;Number of Doors;Market Category;Vehicle Size;Vehicle Style;highway MPG;city MPG;Popularity;MSRP;Country
Oldsmobile;Cutlass Supreme;1995;regular unleaded;160;6;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;26;17;26;2000;USA
Oldsmobile;Cutlass Supreme;1996;regular unleaded;160;6;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;26;18;26;2000;USA
Oldsmobile;Cutlass Supreme;1996;regular unleaded;160;6;AUTOMATIC;front wheel drive;2;N/A;Midsize;Coupe;26;18;26;2000;USA
Oldsmobile;Cutlass Supreme;1997;regular unleaded;160;6;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;26;18;26;2000;USA
Oldsmobile;Cutlass Supreme;1997;regular unleaded;160;6;AUTOMATIC;front wheel drive;2;N/A;Midsize;Coupe;26;18;26;2000;USA
Oldsmobile;Cutlass;1997;regular unleaded;155;6;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;26;18;26;2000;USA
Oldsmobile;Cutlass;1997;regular unleaded;155;6;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;26;18;26;2000;USA
Oldsmobile;Cutlass;1998;regular unleaded;155;6;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;27;17;26;2000;USA
Oldsmobile;Cutlass;1998;regular unleaded;155;6;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;27;17;26;2079;USA
Oldsmobile;Cutlass;1999;regular unleaded;150;6;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;26;17;26;2045;USA
Oldsmobile;Cutlass;1999;regular unleaded;150;6;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;26;17;26;2148;USA
Mazda;CX-3;2016;regular unleaded;146;4;AUTOMATIC;front wheel drive;4;Crossover;Compact;4dr SUV;35;29;586;19960;Japan
Mazda;CX-3;2016;regular unleaded;146;4;AUTOMATIC;front wheel drive;4;Crossover;Compact;4dr SUV;35;29;586;21960;Japan
Mazda;CX-3;2016;regular unleaded;146;4;AUTOMATIC;all wheel drive;4;Crossover;Compact;4dr SUV;32;27;586;26240;Japan
Mazda;CX-3;2016;regular unleaded;146;4;AUTOMATIC;all wheel drive;4;Crossover;Compact;4dr SUV;32;27;586;23210;Japan
Mazda;CX-3;2016;regular unleaded;146;4;AUTOMATIC;all wheel drive;4;Crossover;Compact;4dr SUV;32;27;586;21210;Japan
Mazda;CX-3;2016;regular unleaded;146;4;AUTOMATIC;front wheel drive;4;Crossover;Compact;4dr SUV;35;29;586;24990;Japan
Mazda;CX-3;2017;regular unleaded;146;4;AUTOMATIC;front wheel drive;4;Crossover;Compact;4dr SUV;34;29;586;24990;Japan
Mazda;CX-3;2017;regular unleaded;146;4;AUTOMATIC;front wheel drive;4;Crossover;Compact;4dr SUV;34;29;586;19960;Japan
Mazda;CX-3;2017;regular unleaded;146;4;AUTOMATIC;front wheel drive;4;Crossover;Compact;4dr SUV;34;29;586;21960;Japan
Mazda;CX-3;2017;regular unleaded;146;4;AUTOMATIC;all wheel drive;4;Crossover;Compact;4dr SUV;32;27;586;23210;Japan
Mazda;CX-3;2017;regular unleaded;146;4;AUTOMATIC;all wheel drive;4;Crossover;Compact;4dr SUV;32;27;586;26240;Japan
Mazda;CX-3;2017;regular unleaded;146;4;AUTOMATIC;all wheel drive;4;Crossover;Compact;4dr SUV;32;27;586;21210;Japan
Mazda;CX-5;2014;regular unleaded;155;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;32;26;586;22795;Japan
Mazda;CX-5;2014;regular unleaded;155;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;31;25;586;24045;Japan
Mazda;CX-5;2014;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;32;25;586;24815;Japan
Mazda;CX-5;2014;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;26065;Japan
Mazda;CX-5;2014;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;29070;Japan
Mazda;CX-5;2014;regular unleaded;155;4;MANUAL;front wheel drive;4;Crossover;Midsize;4dr SUV;35;26;586;21395;Japan
Mazda;CX-5;2014;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;32;25;586;27820;Japan
Mazda;CX-5;2015;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;32;25;586;27970;Japan
Mazda;CX-5;2015;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;29220;Japan
Mazda;CX-5;2015;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;26215;Japan
Mazda;CX-5;2015;regular unleaded;155;4;MANUAL;front wheel drive;4;Crossover;Midsize;4dr SUV;35;26;586;21545;Japan
Mazda;CX-5;2015;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;32;25;586;24965;Japan
Mazda;CX-5;2015;regular unleaded;155;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;32;26;586;22945;Japan
Mazda;CX-5;2015;regular unleaded;155;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;31;25;586;24195;Japan
Mazda;CX-5;2015;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;24395;Japan
Mazda;CX-5;2016;regular unleaded;155;4;MANUAL;front wheel drive;4;Crossover;Midsize;4dr SUV;35;26;586;21795;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;26465;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;24445;Japan
Mazda;CX-5;2016;regular unleaded;155;4;MANUAL;front wheel drive;4;Crossover;Midsize;4dr SUV;35;26;586;21795;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;33;26;586;23195;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;24895;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;29870;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;33;26;586;28570;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;29470;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;33;26;586;25215;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;33;26;586;25215;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;33;26;586;23595;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;33;26;586;28220;Japan
Mazda;CX-5;2016;regular unleaded;184;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;30;24;586;26515;Japan
Mazda;CX-7;2010;premium unleaded (recommended);244;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;25;18;586;25950;Japan
Mazda;CX-7;2010;premium unleaded (recommended);244;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;23;17;586;27650;Japan
Mazda;CX-7;2010;premium unleaded (recommended);244;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;25;18;586;31335;Japan
Mazda;CX-7;2010;premium unleaded (recommended);244;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;23;17;586;33035;Japan
Mazda;CX-7;2010;regular unleaded;161;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;28;20;586;21700;Japan
Mazda;CX-7;2010;regular unleaded;161;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;28;20;586;22490;Japan
Mazda;CX-7;2011;premium unleaded (recommended);244;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;21;17;586;33340;Japan
Mazda;CX-7;2011;premium unleaded (recommended);244;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;24;18;586;31640;Japan
Mazda;CX-7;2011;regular unleaded;161;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;28;20;586;21990;Japan
Mazda;CX-7;2011;premium unleaded (recommended);244;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;21;17;586;27955;Japan
Mazda;CX-7;2011;regular unleaded;161;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;28;20;586;22795;Japan
Mazda;CX-7;2011;regular unleaded;161;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;28;20;586;26390;Japan
Mazda;CX-7;2011;premium unleaded (recommended);244;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;24;18;586;26255;Japan
Mazda;CX-7;2012;premium unleaded (recommended);244;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;24;18;586;26455;Japan
Mazda;CX-7;2012;premium unleaded (recommended);244;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;24;18;586;31840;Japan
Mazda;CX-7;2012;regular unleaded;161;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;27;20;586;26590;Japan
Mazda;CX-7;2012;regular unleaded;161;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;27;20;586;22995;Japan
Mazda;CX-7;2012;premium unleaded (recommended);244;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;21;17;586;28155;Japan
Mazda;CX-7;2012;premium unleaded (recommended);244;4;AUTOMATIC;all wheel drive;4;Crossover;Midsize;4dr SUV;21;17;586;33540;Japan
Mazda;CX-7;2012;regular unleaded;161;4;AUTOMATIC;front wheel drive;4;Crossover;Midsize;4dr SUV;27;20;586;22190;Japan
Mazda;CX-9;2014;regular unleaded;273;6;AUTOMATIC;all wheel drive;4;Crossover;Large;4dr SUV;22;16;586;31575;Japan
Mazda;CX-9;2014;regular unleaded;273;6;AUTOMATIC;front wheel drive;4;Crossover;Large;4dr SUV;24;17;586;29985;Japan
Mazda;CX-9;2014;regular unleaded;273;6;AUTOMATIC;front wheel drive;4;Crossover;Large;4dr SUV;24;17;586;32480;Japan
Mazda;CX-9;2014;regular unleaded;273;6;AUTOMATIC;all wheel drive;4;Crossover,Performance;Large;4dr SUV;22;16;586;36625;Japan
Mazda;CX-9;2014;regular unleaded;273;6;AUTOMATIC;front wheel drive;4;Crossover,Performance;Large;4dr SUV;24;17;586;35035;Japan
Mazda;CX-9;2014;regular unleaded;273;6;AUTOMATIC;all wheel drive;4;Crossover;Large;4dr SUV;22;16;586;34070;Japan
Mazda;CX-9;2015;regular unleaded;273;6;AUTOMATIC;front wheel drive;4;Crossover,Performance;Large;4dr SUV;24;17;586;35035;Japan
Mazda;CX-9;2015;regular unleaded;273;6;AUTOMATIC;all wheel drive;4;Crossover,Performance;Large;4dr SUV;22;16;586;36625;Japan
Mazda;CX-9;2015;regular unleaded;273;6;AUTOMATIC;all wheel drive;4;Crossover;Large;4dr SUV;22;16;586;31575;Japan
Mazda;CX-9;2015;regular unleaded;273;6;AUTOMATIC;all wheel drive;4;Crossover;Large;4dr SUV;22;16;586;34070;Japan
Mazda;CX-9;2015;regular unleaded;273;6;AUTOMATIC;front wheel drive;4;Crossover;Large;4dr SUV;24;17;586;32480;Japan
Mazda;CX-9;2015;regular unleaded;273;6;AUTOMATIC;front wheel drive;4;Crossover;Large;4dr SUV;24;17;586;29985;Japan
Mazda;CX-9;2016;regular unleaded;227;4;AUTOMATIC;front wheel drive;4;Crossover;Large;4dr SUV;28;22;586;35970;Japan
Mazda;CX-9;2016;regular unleaded;227;4;AUTOMATIC;all wheel drive;4;Crossover;Large;4dr SUV;27;21;586;33320;Japan
Mazda;CX-9;2016;regular unleaded;227;4;AUTOMATIC;all wheel drive;4;Crossover;Large;4dr SUV;27;21;586;41970;Japan
Mazda;CX-9;2016;regular unleaded;227;4;AUTOMATIC;front wheel drive;4;Crossover;Large;4dr SUV;28;22;586;40170;Japan
Mazda;CX-9;2016;regular unleaded;227;4;AUTOMATIC;front wheel drive;4;Crossover;Large;4dr SUV;28;22;586;31520;Japan
Mazda;CX-9;2016;regular unleaded;227;4;AUTOMATIC;all wheel drive;4;Crossover;Large;4dr SUV;27;21;586;44015;Japan
Mazda;CX-9;2016;regular unleaded;227;4;AUTOMATIC;all wheel drive;4;Crossover;Large;4dr SUV;27;21;586;37770;Japan
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;N/A;Compact;Extended Cab Pickup;20;15;1851;26170;USA
Dodge;Dakota;2008;regular unleaded;302;8;AUTOMATIC;rear wheel drive;4;N/A;Compact;Extended Cab Pickup;19;14;1851;27780;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;N/A;Compact;Extended Cab Pickup;20;15;1851;22030;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;N/A;Compact;Crew Cab Pickup;18;14;1851;27625;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;four wheel drive;4;N/A;Compact;Extended Cab Pickup;19;15;1851;25245;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;N/A;Compact;Extended Cab Pickup;18;14;1851;26280;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;N/A;Compact;Crew Cab Pickup;18;14;1851;27625;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;four wheel drive;4;N/A;Compact;Extended Cab Pickup;19;15;1851;24720;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;N/A;Compact;Crew Cab Pickup;18;14;1851;30155;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;N/A;Compact;Crew Cab Pickup;18;14;1851;30780;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;rear wheel drive;4;N/A;Compact;Crew Cab Pickup;20;16;1851;23640;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;rear wheel drive;4;N/A;Compact;Extended Cab Pickup;20;16;1851;25395;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;four wheel drive;4;N/A;Compact;Extended Cab Pickup;19;15;1851;28580;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;four wheel drive;4;N/A;Compact;Crew Cab Pickup;19;15;1851;26590;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;N/A;Compact;Crew Cab Pickup;20;15;1851;24010;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;N/A;Compact;Crew Cab Pickup;18;14;1851;30510;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;four wheel drive;4;N/A;Compact;Crew Cab Pickup;19;15;1851;26120;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;N/A;Compact;Extended Cab Pickup;20;15;1851;22030;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;N/A;Compact;Crew Cab Pickup;20;15;1851;26920;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;N/A;Compact;Crew Cab Pickup;20;15;1851;26540;USA
Dodge;Dakota;2008;regular unleaded;302;8;AUTOMATIC;four wheel drive;4;N/A;Compact;Crew Cab Pickup;18;14;1851;32135;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;N/A;Compact;Crew Cab Pickup;20;15;1851;24010;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;four wheel drive;4;N/A;Compact;Extended Cab Pickup;19;15;1851;27935;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;rear wheel drive;4;N/A;Compact;Crew Cab Pickup;20;16;1851;22505;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;N/A;Compact;Extended Cab Pickup;18;14;1851;26280;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;rear wheel drive;4;N/A;Compact;Extended Cab Pickup;20;16;1851;24985;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;N/A;Compact;Crew Cab Pickup;20;15;1851;26935;USA
Dodge;Dakota;2008;regular unleaded;302;8;AUTOMATIC;four wheel drive;4;N/A;Compact;Extended Cab Pickup;19;14;1851;30760;USA
Dodge;Dakota;2008;regular unleaded;302;8;AUTOMATIC;rear wheel drive;4;N/A;Compact;Crew Cab Pickup;19;14;1851;28520;USA
Dodge;Dakota;2008;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;N/A;Compact;Extended Cab Pickup;18;14;1851;29095;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;rear wheel drive;4;N/A;Compact;Extended Cab Pickup;20;16;1851;20470;USA
Dodge;Dakota;2008;regular unleaded;210;6;MANUAL;rear wheel drive;4;N/A;Compact;Extended Cab Pickup;20;16;1851;20995;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;20;15;1851;28630;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;18;14;1851;31630;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;20;15;1851;23710;USA
Dodge;Dakota;2009;regular unleaded;210;6;MANUAL;rear wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;20;16;1851;25260;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;18;14;1851;29355;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;18;14;1851;31045;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;20;15;1851;23710;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;18;14;1851;29355;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;18;14;1851;27960;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;18;14;1851;30155;USA
Dodge;Dakota;2009;regular unleaded;210;6;MANUAL;four wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;19;15;1851;28210;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;18;14;1851;27960;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;20;15;1851;26405;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;18;14;1851;29985;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;18;14;1851;26810;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;20;15;1851;27315;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;20;15;1851;26405;USA
Dodge;Dakota;2009;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;20;15;1851;22560;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;20;15;1851;26325;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;18;14;1851;27880;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;20;15;1851;25305;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;18;14;1851;28255;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;20;15;1851;23630;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;18;14;1851;27005;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;20;15;1851;23630;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;18;14;1851;29275;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;20;15;1851;22755;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;18;14;1851;33180;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Extended Cab Pickup;18;14;1851;27880;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;18;14;1851;29275;USA
Dodge;Dakota;2010;flex-fuel (unleaded/E85);302;8;AUTOMATIC;four wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;19;14;1851;31365;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;20;15;1851;26325;USA
Dodge;Dakota;2010;regular unleaded;210;6;AUTOMATIC;rear wheel drive;4;Flex Fuel;Compact;Crew Cab Pickup;20;15;1851;30180;USA
Dodge;Dart;2014;regular unleaded;160;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;36;25;1851;16495;USA
Dodge;Dart;2014;regular unleaded;184;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;35;22;1851;18595;USA
Dodge;Dart;2014;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;35;23;1851;22995;USA
Dodge;Dart;2014;regular unleaded;160;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;41;28;1851;19995;USA
Dodge;Dart;2014;regular unleaded;184;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;33;23;1851;20995;USA
Dodge;Dart;2015;regular unleaded;184;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;33;23;1851;21645;USA
Dodge;Dart;2015;regular unleaded;184;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;35;22;1851;19000;USA
Dodge;Dart;2015;regular unleaded;160;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;41;28;1851;20495;USA
Dodge;Dart;2015;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;35;23;1851;23795;USA
Dodge;Dart;2015;regular unleaded;160;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;36;25;1851;16495;USA
Dodge;Dart;2016;regular unleaded;160;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;39;27;1851;19495;USA
Dodge;Dart;2016;regular unleaded;160;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;36;25;1851;18995;USA
Dodge;Dart;2016;regular unleaded;184;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;35;22;1851;19395;USA
Dodge;Dart;2016;regular unleaded;160;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;36;25;1851;17995;USA
Dodge;Dart;2016;regular unleaded;184;4;AUTOMATIC;front wheel drive;4;N/A;Midsize;Sedan;35;23;1851;24395;USA
Dodge;Dart;2016;regular unleaded;160;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;36;25;1851;19595;USA
Dodge;Dart;2016;regular unleaded;160;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;36;25;1851;16995;USA
Dodge;Dart;2016;regular unleaded;160;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;39;27;1851;21095;USA
Dodge;Dart;2016;regular unleaded;184;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;35;22;1851;22095;USA
Dodge;Dart;2016;regular unleaded;184;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;35;22;1851;20995;USA
Dodge;Dart;2016;regular unleaded;184;4;MANUAL;front wheel drive;4;N/A;Midsize;Sedan;35;22;1851;21595;USA
Rolls-Royce;Dawn;2016;premium unleaded (required);563;12;AUTOMATIC;rear wheel drive;2;Exotic,Luxury,High-Performance;Large;Convertible;19;12;86;335000;United Kingdom
Dodge;Daytona;1991;regular unleaded;152;4;MANUAL;front wheel drive;2;Hatchback,Factory Tuner,Performance;Compact;2dr Hatchback;24;18;1851;2000;USA
Dodge;Daytona;1991;regular unleaded;152;4;MANUAL;front wheel drive;2;Hatchback,Performance;Compact;2dr Hatchback;24;18;1851;2000;USA
Dodge;Daytona;1991;regular unleaded;152;4;MANUAL;front wheel drive;2;Hatchback,Factory Tuner,Performance;Compact;2dr Hatchback;24;18;1851;2000;USA
Dodge;Daytona;1991;regular unleaded;100;4;MANUAL;front wheel drive;2;Hatchback;Compact;2dr Hatchback;31;21;1851;2000;USA
Dodge;Daytona;1991;regular unleaded;141;6;MANUAL;front wheel drive;2;Hatchback;Compact;2dr Hatchback;25;17;1851;2000;USA
Dodge;Daytona;1991;regular unleaded;100;4;MANUAL;front wheel drive;2;Hatchback;Compact;2dr Hatchback;31;21;1851;2000;USA
Dodge;Daytona;1992;regular unleaded;224;4;MANUAL;front wheel drive;2;Hatchback,Factory Tuner,Performance;Compact;2dr Hatchback;24;17;1851;2000;USA
Dodge;Daytona;1992;regular unleaded;141;6;MANUAL;front wheel drive;2;Hatchback;Compact;2dr Hatchback;26;17;1851;2000;USA
Dodge;Daytona;1992;regular unleaded;100;4;MANUAL;front wheel drive;2;Hatchback;Compact;2dr Hatchback;29;20;1851;2000;USA
Dodge;Daytona;1992;regular unleaded;100;4;MANUAL;front wheel drive;2;Hatchback;Compact;2dr Hatchback;29;20;1851;2000;USA
Dodge;Daytona;1993;regular unleaded;100;4;MANUAL;front wheel drive;2;Hatchback;Compact;2dr Hatchback;29;22;1851;2000;USA
Dodge;Daytona;1993;regular unleaded;100;4;MANUAL;front wheel drive;2;Hatchback;Compact;2dr Hatchback;29;22;1851;2000;USA
